interaction_id|date_id|customer_id|channel_id|location_id|interaction_type|interaction_rating
95648|1113|59|4|45|Chat|4
75870|462|93|5|36|Chat|3
56940|1183|89|3|4|Chat|2
41673|785|45|2|26|Chat|5
23332|204|63|5|44|Email|1
40049|1655|34|4|12|Email|2
56618|531|32|4|11|In-Person|5
3138|1331|73|3|48|In-Person|1
63060|322|67|3|1|Call|2
16327|1173|53|3|44|In-Person|1
18516|1454|68|2|44|Call|3
35428|776|87|3|22|Chat|3
27101|122|66|5|50|In-Person|5
87775|834|39|5|30|Chat|5
48410|514|97|2|43|Call|4
67028|1556|49|5|9|Email|1
70153|350|4|2|34|In-Person|3
78907|514|78|1|14|Call|1
10916|1197|59|2|1|Chat|1
33253|498|59|5|28|In-Person|1
72382|1162|44|3|8|Call|3
12934|916|65|5|3|Email|5
74720|872|18|2|15|In-Person|5
73303|1377|19|4|6|Email|2
99165|161|80|2|21|Call|5
98101|1158|84|1|26|Email|2
78632|159|79|1|36|In-Person|3
92768|142|18|3|8|Email|4
42352|326|71|5|11|Email|2
88671|28|12|4|39|Chat|1
9567|483|18|2|3|Email|2
4831|1722|39|4|33|In-Person|1
46164|1668|87|3|44|Call|5
24377|1399|55|5|48|In-Person|2
18688|823|78|3|14|In-Person|5
54619|496|87|2|30|Call|3
64335|264|49|4|50|Call|4
27074|1336|2|5|12|Call|3
42165|1241|32|3|3|Call|3
19621|911|79|2|42|In-Person|5
6703|777|91|2|20|In-Person|4
21910|993|59|2|38|Call|3
31503|1354|95|2|31|Call|5
74987|1744|89|3|24|In-Person|1
12882|318|25|5|25|Chat|5
89463|265|75|2|50|In-Person|4
59787|794|41|4|14|Chat|3
61335|749|59|4|40|Chat|5
18775|1186|87|2|46|Chat|3
26022|1693|65|1|7|Call|3
14200|284|70|2|4|Call|5
10534|782|26|5|32|In-Person|1
76674|941|38|2|2|Call|4
791|564|57|3|36|Chat|1
40494|460|95|4|47|In-Person|4
39608|445|6|2|12|Email|5
34996|766|28|3|6|Chat|3
53260|663|48|1|44|Chat|4
64585|401|91|2|34|Email|1
67569|96|50|3|27|Call|1
92533|1732|42|3|11|Call|5
1547|303|25|4|47|Call|1
95324|310|60|1|38|Email|3
57567|1324|49|4|42|Email|1
92472|510|31|5|33|Chat|4
74519|1441|69|2|39|Chat|3
11875|1650|28|4|19|In-Person|1
91528|573|38|1|28|Chat|3
44464|235|40|3|43|Chat|4
28447|874|40|3|45|Call|5
41238|416|83|1|35|In-Person|3
96142|1514|38|1|31|Email|3
27209|295|18|5|23|In-Person|2
19884|1523|46|5|23|In-Person|5
28306|378|71|3|29|Call|1
94119|1584|27|3|30|Call|4
42160|1213|51|4|15|In-Person|5
66292|765|63|1|42|In-Person|2
84883|263|45|3|3|Chat|5
25598|483|26|3|36|Email|1
57049|1513|31|4|40|Call|2
72798|603|95|4|45|Chat|2
85219|657|60|1|46|In-Person|3
41317|1016|29|2|26|Email|5
26030|525|75|4|13|Call|5
7378|636|2|2|44|Email|4
10846|553|43|2|30|Email|2
14802|1190|85|4|50|Email|2
97417|973|69|2|17|In-Person|4
11868|1674|86|3|43|Call|2
61850|1499|40|3|19|Email|4
50398|1187|45|2|33|Call|3
9296|946|98|4|48|Chat|1
89458|1653|98|5|9|Chat|5
14828|163|89|3|5|Email|4
40567|494|23|3|36|Call|5
56714|577|90|1|19|In-Person|1
46125|604|71|3|39|Call|5
83405|1061|37|3|27|Call|3
79342|1308|10|5|30|Email|2
54372|646|74|3|46|Email|1
77379|873|43|3|29|Email|5
96599|1728|37|3|48|In-Person|3
15974|1476|62|1|23|Chat|1
66389|41|95|5|35|Email|4
96717|1331|89|4|23|Call|3
345|192|93|5|26|Chat|3
59979|1741|90|1|28|Chat|1
74746|64|50|5|39|In-Person|5
76129|1676|73|4|32|In-Person|5
38632|1187|93|1|32|Call|4
10639|1078|3|2|30|Email|4
91010|1720|6|3|11|Call|5
95503|1794|14|2|17|Email|1
2105|35|20|1|23|Call|5
78826|43|84|4|32|Call|3
6606|1278|44|1|39|Email|4
95409|522|95|4|11|In-Person|1
50761|669|72|3|50|Chat|1
11169|839|93|5|44|Email|1
47140|1676|27|3|19|In-Person|1
17101|1405|29|5|31|Call|5
11199|1590|14|2|5|Email|3
48546|447|60|1|28|In-Person|2
17465|693|71|5|5|In-Person|5
50771|1780|39|5|22|Call|4
30633|716|1|2|32|In-Person|1
24683|357|74|1|37|Call|4
25812|694|26|1|18|Email|5
8335|1676|70|2|38|In-Person|2
63247|622|82|1|28|Chat|2
87679|585|34|1|46|Chat|1
84978|569|60|3|10|Email|4
54065|175|61|1|10|Email|3
52830|434|7|1|11|Email|2
42561|1445|93|5|24|Chat|2
51023|1115|50|1|33|Chat|4
77409|1492|69|3|22|Call|2
93012|447|94|1|20|In-Person|3
96700|1568|37|2|8|Chat|3
7473|123|76|5|25|In-Person|5
51544|10|65|2|24|Call|4
46136|1803|21|4|40|In-Person|2
74875|1286|2|3|37|Email|4
50191|1236|40|5|45|Chat|5
32953|1619|81|4|42|In-Person|5
72553|1210|44|5|14|Chat|5
15437|1765|52|2|1|Email|1
35128|1321|52|1|38|Email|1
66403|1210|19|3|24|Call|5
54515|1352|93|4|15|Call|1
37198|943|39|1|9|Email|3
69630|1194|53|3|44|Call|1
65216|686|30|4|45|Email|4
86192|861|28|5|38|In-Person|4
43095|1442|6|4|2|Email|2
69317|867|31|5|44|Call|2
8654|1525|86|3|38|Email|4
76214|1598|40|1|43|Call|3
1804|1531|64|4|24|In-Person|5
73210|968|47|4|44|Chat|4
72290|1552|39|3|44|Call|5
24467|1819|3|3|27|Call|3
91834|1608|94|5|9|In-Person|2
3604|118|22|3|17|Call|3
84606|290|72|5|16|Call|5
18610|28|66|3|47|Email|2
90908|1192|27|1|4|Call|2
48260|1697|69|2|22|Chat|3
82502|1577|9|2|24|Call|3
98267|1041|42|4|19|In-Person|4
95313|235|8|5|8|Call|1
50736|932|51|3|26|Call|1
80961|263|34|3|31|Chat|3
57979|455|82|2|43|Chat|3
93248|1164|86|5|29|Email|1
43605|1549|78|2|36|Call|1
45084|296|15|4|50|Call|5
75137|255|30|2|27|Email|4
86692|730|97|1|6|Chat|5
48680|1200|34|2|6|Email|1
89173|322|11|4|34|Email|5
42999|1419|34|5|30|In-Person|3
52533|1066|5|4|10|Chat|5
73263|1017|3|1|36|Call|1
14823|168|41|1|19|Email|3
94489|1458|7|2|26|Chat|1
21654|1072|91|4|3|Chat|5
29106|1201|40|3|16|In-Person|1
20980|1621|94|2|10|Call|3
29107|1782|32|5|30|In-Person|2
9150|903|85|4|13|In-Person|3
85649|323|21|3|13|Chat|4
29171|277|92|5|26|Chat|3
14180|729|58|5|21|In-Person|4
42375|1371|17|5|9|In-Person|1
86572|1576|39|5|24|Email|3
54393|1719|51|3|24|Call|4
78208|598|28|3|10|Call|1
95265|571|66|4|3|Call|1
52463|899|36|3|40|In-Person|1
34056|1198|14|1|26|Call|4
1794|796|42|4|49|Email|2
70337|1692|14|4|27|Call|3
34624|770|91|3|35|Chat|5
66556|1654|81|1|33|Chat|4
90310|1061|78|4|44|In-Person|5
19568|1260|56|2|19|Call|5
93748|529|4|2|18|Call|1
4440|1623|86|1|12|Email|2
68593|1018|8|4|5|Chat|1
54147|987|6|2|41|Call|4
50614|1612|74|1|46|Chat|5
93815|1789|52|1|24|In-Person|5
93812|1446|23|1|28|Email|1
38337|1384|95|2|12|Call|5
29375|1500|49|4|27|Email|1
20041|958|29|5|48|In-Person|4
22673|417|24|1|5|In-Person|4
22482|373|98|1|28|Email|4
65111|500|2|4|42|Email|5
32706|1219|89|4|12|Chat|5
43924|196|10|1|15|In-Person|5
62735|186|44|4|31|Email|1
81942|790|79|2|30|Email|3
95288|1798|52|3|27|In-Person|5
3491|911|69|4|24|Chat|2
51673|912|81|1|11|Email|1
72394|52|95|1|8|In-Person|4
26250|247|62|1|46|Email|4
65380|446|74|1|37|Call|5
34275|711|66|1|28|In-Person|2
59806|840|79|2|34|Chat|1
26806|1122|81|1|28|Call|5
37810|1357|44|2|49|In-Person|4
70260|39|20|5|31|Chat|4
51104|203|10|4|21|In-Person|1
6545|1420|39|5|4|Call|4
9688|1073|77|1|42|Email|3
2787|1335|1|3|3|Call|2
70441|378|17|3|27|Chat|5
47046|238|35|3|36|In-Person|5
25077|474|1|2|35|In-Person|2
65609|1134|31|4|33|Chat|4
49787|1747|22|5|45|Email|4
39907|60|49|2|6|Email|1
17067|1676|30|1|39|Chat|2
53822|1743|63|5|31|Call|2
23590|60|61|4|4|Call|2
67587|1268|36|2|24|Chat|5
55648|1817|80|2|28|Email|5
39598|571|37|5|2|Chat|4
88186|687|27|5|3|In-Person|1
18154|494|16|3|11|Call|2
49043|262|23|4|22|In-Person|5
21727|352|82|4|5|Email|2
12287|66|7|4|34|Email|2
73533|1117|44|2|19|In-Person|5
26202|285|28|2|8|In-Person|2
22879|62|68|4|3|Chat|3
1005|1134|6|3|13|Call|4
98257|168|77|5|20|Call|1
65252|1208|51|1|5|Chat|5
87557|1275|95|4|11|Chat|4
12035|1470|6|1|8|Email|2
3420|349|5|4|29|Chat|4
65482|391|76|1|31|Chat|3
48767|740|97|5|27|In-Person|3
5862|259|84|3|2|In-Person|1
80070|1167|16|5|33|Call|4
55304|203|64|4|36|In-Person|4
91253|1162|37|1|1|In-Person|2
56628|1581|38|5|31|Call|2
57860|1689|58|1|40|In-Person|5
43143|299|78|4|10|Email|2
453|1715|12|3|17|Chat|1
63899|577|31|1|18|Email|5
81829|708|70|2|26|Email|3
8291|1407|37|4|11|Call|1
8762|857|92|5|38|In-Person|5
59276|323|26|2|2|Chat|5
80612|934|62|3|5|Call|1
56053|789|38|4|16|Chat|3
40517|206|66|1|41|In-Person|1
51664|367|22|1|41|Call|1
98732|1079|40|3|30|Chat|3
87758|498|62|1|24|Call|5
94457|563|74|2|48|Call|5
76555|791|20|2|32|Call|5
81407|1179|71|5|42|Call|3
91004|1797|20|5|17|Email|5
64633|1310|28|2|33|In-Person|2
51278|1575|3|4|19|Email|4
68315|944|34|1|27|Email|5
45007|94|5|3|34|Email|1
73227|889|19|4|4|Chat|1
33133|138|17|1|11|Chat|2
2880|575|75|1|3|Call|5
61932|1674|24|5|31|Chat|5
73496|1313|57|3|47|Call|4
21893|1620|74|1|24|Call|4
72431|1019|96|5|38|Email|4
41908|662|66|1|29|Email|2
20453|795|1|4|8|Chat|2
34305|67|9|5|41|Email|4
26467|605|89|2|27|In-Person|4
38625|323|52|5|7|Email|3
84303|1754|32|3|41|Email|3
85751|1165|49|4|33|Email|1
63122|565|17|1|47|Email|4
35146|717|61|4|44|Email|1
49549|1603|54|3|34|Email|4
86897|874|22|2|46|Call|4
67647|669|11|2|49|Call|2
41608|1032|65|3|19|Email|2
62423|319|18|3|8|Chat|1
57643|214|56|4|26|Call|1
93050|361|78|2|41|In-Person|4
97908|122|71|3|15|In-Person|4
24759|199|2|4|18|Call|1
49401|1061|76|5|22|Chat|2
19422|527|31|1|14|Email|2
61955|592|61|3|35|In-Person|4
83581|1292|65|4|14|In-Person|1
21988|939|76|3|8|Email|2
27413|1544|90|4|1|Email|2
84882|433|53|3|15|Call|2
45399|318|42|3|42|Email|4
4475|234|42|2|38|In-Person|5
57187|450|24|5|35|Chat|2
50826|11|95|2|17|In-Person|4
70375|403|75|5|47|In-Person|5
47198|414|7|3|36|In-Person|4
48968|788|26|5|11|Call|2
94471|114|54|5|11|Email|5
85924|1066|79|5|39|In-Person|1
51725|1539|40|2|8|Chat|4
90106|48|21|1|24|Call|2
64900|1550|37|1|38|In-Person|4
50542|596|85|5|11|Call|3
76|1393|43|2|36|Call|3
12703|38|29|4|23|Email|5
75144|86|40|1|1|In-Person|3
67710|1469|94|3|45|In-Person|4
59955|1194|73|2|37|Chat|1
6085|423|28|3|5|Email|1
20537|612|61|5|8|In-Person|3
24631|508|21|5|38|In-Person|5
4112|1524|24|4|45|Email|2
73365|875|59|3|17|Chat|1
41142|1764|64|5|24|Chat|3
9118|398|49|2|32|Chat|4
95633|742|88|4|10|Chat|5
7795|1306|46|3|40|Call|2
17948|1230|38|5|40|Call|1
60163|870|66|3|16|Chat|5
67873|1715|18|1|26|Email|1
70972|1339|74|5|10|Chat|5
27569|649|54|4|24|In-Person|1
11809|1038|65|2|40|Email|2
30818|1557|38|5|35|In-Person|1
45223|591|57|2|10|In-Person|5
52171|638|28|4|22|In-Person|1
24603|1100|95|4|22|In-Person|3
12688|1277|68|1|25|Call|3
13305|176|91|4|47|Email|5
89002|907|54|5|5|Chat|4
26374|1564|8|3|48|Call|5
40272|703|45|2|38|Chat|4
60776|1088|25|5|42|Email|5
93523|388|22|1|12|Call|3
87015|540|21|4|6|Email|5
92434|594|59|3|21|Chat|4
61377|498|94|1|40|Email|1
2990|365|38|5|29|In-Person|1
82065|740|79|5|27|Email|3
21476|296|2|5|28|Email|2
49685|1671|71|5|46|Chat|3
97586|1272|95|3|19|Chat|5
36501|595|76|2|4|Chat|2
58407|1183|90|3|3|Email|4
91026|694|80|2|19|Chat|3
94594|177|90|5|12|Call|5
42980|298|36|3|44|Email|3
35946|1044|71|3|7|Chat|5
71477|607|51|4|22|Email|5
11380|1000|43|2|41|Email|3
41785|607|61|2|9|Call|1
20754|1318|4|2|9|Email|3
55082|1483|85|2|10|Call|1
80251|1014|4|4|10|Email|5
56599|870|49|3|19|Email|2
92095|942|96|4|8|Chat|4
88646|749|57|1|1|Call|3
38493|711|49|5|21|In-Person|3
88069|655|28|5|15|Call|2
16813|1692|77|3|23|Email|3
53398|213|10|4|25|Call|2
77970|1531|24|5|1|In-Person|5
75136|843|9|5|4|Call|3
28345|375|95|5|21|In-Person|1
7861|1759|34|1|13|Chat|3
61270|1197|17|5|28|Chat|1
35066|1108|89|2|4|Call|2
19276|269|13|5|28|Email|4
85284|700|14|3|29|Call|4
99184|1186|31|2|22|In-Person|4
39362|931|84|1|37|Call|5
64581|528|58|4|3|In-Person|4
40500|1768|43|3|43|In-Person|2
1442|1673|64|3|44|In-Person|1
20105|621|60|1|3|In-Person|5
48350|797|76|1|39|In-Person|2
48035|1711|60|2|37|In-Person|4
29582|969|31|5|49|In-Person|2
75057|1739|58|1|39|Chat|5
18826|793|91|2|39|Email|2
72552|590|45|3|15|Chat|3
85474|313|93|1|30|Chat|2
3528|209|15|4|30|Email|4
76295|762|51|4|31|Email|2
53082|1086|10|2|35|Call|2
23314|1581|50|2|43|Call|3
51848|312|20|2|44|In-Person|1
28627|480|16|2|10|Call|5
16819|390|71|3|49|In-Person|2
6871|1569|80|4|31|Email|5
98832|491|79|4|19|In-Person|4
2430|1504|74|3|35|Chat|3
12153|732|23|5|12|Call|2
80432|851|37|5|15|Email|3
38314|1313|33|4|17|In-Person|4
50857|428|97|3|3|Email|2
34580|1781|80|5|14|Chat|3
503|1216|1|4|49|Call|3
13118|324|14|1|20|Chat|2
56008|482|49|5|47|In-Person|2
18149|35|32|4|39|In-Person|2
19609|328|70|5|8|Chat|3
66628|1329|51|1|5|Chat|3
22992|264|34|2|7|Chat|2
3535|1742|46|1|30|Email|4
14162|686|45|5|20|In-Person|3
60891|1156|20|4|37|Chat|5
84457|980|41|3|48|Call|2
80871|1085|69|3|18|Email|3
39104|513|84|5|36|Email|2
79529|678|85|2|28|In-Person|2
55427|1451|51|1|32|In-Person|1
96983|1508|31|4|7|Chat|1
25318|1619|91|2|8|Call|3
43089|491|50|2|30|In-Person|5
62185|696|100|4|32|Chat|1
99479|1437|15|1|43|In-Person|3
74959|1677|98|3|19|In-Person|4
2660|425|14|2|27|In-Person|2
10936|1104|80|3|8|In-Person|4
59856|1326|100|1|32|Call|4
92446|1196|36|1|11|Chat|2
44078|1632|68|2|45|In-Person|4
87979|530|28|5|9|Chat|3
13997|1311|85|4|31|In-Person|3
69014|874|47|3|17|Email|4
95799|597|41|5|27|Email|4
3802|119|38|5|50|In-Person|1
29082|1006|94|3|35|Email|3
21996|775|31|3|6|In-Person|4
36155|919|1|1|4|In-Person|4
18684|1261|67|2|7|In-Person|1
70443|1016|30|3|10|In-Person|1
13480|169|46|4|42|Call|4
59889|1446|23|3|2|In-Person|1
90454|1698|82|2|32|Call|1
23492|177|7|1|46|Email|4
77581|334|1|3|7|Chat|5
78400|194|73|5|41|In-Person|2
68513|1644|22|4|45|Email|2
5198|169|58|2|34|Chat|5
52517|1192|4|3|36|In-Person|2
50865|1131|50|3|33|In-Person|1
43620|1444|47|3|16|Chat|1
77927|1661|67|1|36|Email|3
757|669|86|4|17|Email|5
97787|1717|36|4|36|Chat|4
46866|1715|17|4|45|Chat|2
94270|1306|57|2|47|Chat|3
19045|799|65|2|39|Call|2
24197|271|95|2|23|Call|2
64590|1064|97|3|44|In-Person|5
51810|419|86|2|32|Call|5
18077|395|72|5|32|Email|4
17655|1610|76|3|38|Email|2
47686|1749|79|4|46|Call|1
57192|945|32|1|11|In-Person|2
92348|1677|12|1|30|Email|2
23833|918|81|3|28|Email|1
14037|1301|56|2|32|Chat|4
51130|1755|95|1|38|Call|3
49527|638|84|2|44|Email|3
74294|230|41|5|4|Call|4
74700|304|47|4|17|Chat|4
81602|1066|52|2|35|Call|5
80531|397|65|3|14|Chat|3
41145|356|98|5|33|Chat|4
32780|1189|99|4|44|Chat|4
80034|1130|94|3|43|Email|1
32411|511|30|3|41|In-Person|2
74647|1663|11|5|45|In-Person|4
75624|350|92|2|41|Email|3
21600|1292|57|3|27|Chat|3
83740|1538|65|4|35|In-Person|3
94665|639|53|1|23|Email|1
7088|396|63|4|38|Chat|3
61400|633|95|5|11|Email|4
83815|1799|65|4|33|In-Person|5
21081|122|79|3|47|Call|1
68053|750|75|2|37|Email|1
68474|789|79|1|25|Call|5
20246|447|91|1|14|In-Person|2
9129|1355|51|3|33|Chat|3
30237|435|12|1|14|In-Person|1
66371|1188|13|5|45|Chat|3
30250|1418|96|3|7|In-Person|5
23215|81|91|1|3|In-Person|5
66087|759|47|4|21|Chat|4
68406|71|90|4|7|Chat|2
46470|1369|8|1|45|In-Person|4
73784|519|57|1|30|Email|2
31933|1012|43|1|6|Call|4
50843|1481|35|4|37|Email|4
79765|304|35|1|14|In-Person|5
87438|1215|7|3|23|Call|2
89590|1805|2|2|21|Call|1
66045|523|85|5|22|In-Person|2
20467|1300|58|1|45|In-Person|2
75529|1730|17|3|7|Call|1
97382|571|81|1|17|Chat|1
16741|1187|83|1|38|Chat|4
90154|321|4|1|45|Chat|1
18504|293|39|2|39|Call|3
99652|567|6|5|18|In-Person|3
32567|1440|69|1|20|Call|1
98952|1307|3|1|24|Call|3
28716|1631|83|1|42|Email|2
64346|433|41|1|47|Chat|2
49389|1427|34|4|7|Email|2
60856|481|32|5|4|Call|5
88859|756|73|2|38|In-Person|5
37159|271|44|4|9|Email|2
75882|1634|8|3|39|Chat|5
40337|1409|77|2|37|Email|4
27977|617|19|1|23|In-Person|3
22742|431|99|2|10|Call|1
53210|670|39|1|33|In-Person|4
45722|561|82|5|4|Email|4
26889|104|94|1|29|In-Person|5
75097|900|34|5|3|Chat|1
32843|1533|42|5|31|In-Person|1
57732|202|48|4|42|Call|5
97829|120|93|2|6|Chat|2
74474|488|42|5|2|Email|2
83366|589|25|2|31|Chat|5
43117|1095|62|1|28|In-Person|2
77702|1219|58|1|6|In-Person|4
8813|132|41|5|25|Email|4
41543|1212|93|3|33|Call|3
83386|1634|13|3|16|In-Person|4
87445|1003|30|5|18|Email|4
47584|171|76|2|29|Chat|1
30538|1629|18|3|38|Chat|5
39297|57|80|5|30|Call|2
70631|787|30|2|36|Call|5
67243|347|41|2|34|Email|4
77202|1691|22|3|20|Call|1
7448|1060|27|2|26|Call|3
35701|466|56|3|49|Email|4
73314|1387|30|3|46|Email|1
10129|1454|74|1|37|Call|1
77605|1408|87|5|31|In-Person|3
84361|726|20|3|49|Email|4
55603|123|31|2|34|Call|2
32955|1185|80|1|20|Call|5
69687|1506|87|2|38|Call|2
29143|1320|54|5|18|Chat|4
36160|377|30|4|7|In-Person|3
55268|201|89|2|14|In-Person|1
46638|986|60|1|29|Call|1
23421|1763|71|3|48|In-Person|2
39745|1416|34|4|36|In-Person|2
62988|1416|9|3|28|In-Person|4
38058|579|35|5|36|In-Person|5
4779|254|10|5|5|In-Person|3
45764|219|56|3|47|Email|3
66544|1181|63|1|34|Email|2
45077|935|86|5|48|Email|2
5946|665|60|2|28|In-Person|3
20252|285|33|4|48|Email|2
72203|355|16|2|45|Email|2
99763|324|99|3|40|Chat|1
87109|1209|9|2|18|Call|2
73407|1200|7|5|26|Call|1
70637|918|75|4|36|Call|3
89863|1144|16|4|32|Email|1
82917|1439|16|1|34|Chat|3
74901|1644|22|5|23|Chat|1
39635|938|79|4|34|In-Person|1
80232|652|20|2|46|Call|1
52371|1512|67|1|27|In-Person|4
18885|1450|81|5|32|Email|5
21611|574|13|1|14|Chat|3
53941|1176|27|3|36|Chat|1
18715|977|82|2|28|Chat|2
31325|1779|52|3|27|Email|1
95257|514|90|3|3|Chat|3
71988|1175|13|1|23|In-Person|1
71603|1459|13|5|44|In-Person|4
42169|373|56|4|18|Email|1
15848|1624|94|5|47|Chat|4
40800|422|40|3|43|Chat|5
85190|750|34|2|12|Call|2
50902|915|72|3|35|In-Person|3
89194|1607|50|2|16|Email|2
43857|910|78|5|50|Chat|5
14314|937|52|4|23|Email|3
92407|704|39|5|38|Chat|4
71437|1268|13|4|44|Call|5
37357|1439|90|2|7|In-Person|2
32509|956|53|5|20|In-Person|4
29833|1325|87|5|21|Call|3
99773|1040|76|2|21|Chat|2
41698|1026|77|1|11|Call|1
75677|367|44|3|36|Chat|4
19293|430|27|3|41|Call|2
12486|1302|7|3|10|Chat|4
909|1103|73|2|16|Email|4
48619|611|72|1|47|Chat|5
4319|1626|24|4|1|In-Person|4
10915|1381|1|4|26|Chat|2
15238|643|79|4|42|Call|5
40946|1581|46|1|1|Chat|1
43110|1471|79|5|6|In-Person|3
77194|1817|87|3|2|Email|4
24285|674|43|1|9|In-Person|1
2448|1170|85|1|43|Chat|4
99484|1609|62|1|7|Chat|5
97735|26|60|5|12|Chat|2
83622|628|39|5|29|In-Person|5
39809|1702|9|5|31|Call|5
41181|3|18|4|46|Chat|5
79492|13|48|4|22|Call|4
23029|1185|51|4|22|Call|3
32278|919|21|2|19|Email|2
31641|940|99|2|40|Email|2
65346|1487|32|5|50|Chat|5
20587|482|96|3|12|Call|5
39986|1066|8|1|4|In-Person|2
22257|117|9|5|30|Call|3
33884|1238|97|1|30|Email|5
58350|1138|80|2|25|Call|1
58451|191|96|5|40|Chat|5
62090|755|64|5|39|Call|5
72717|1013|41|5|43|Call|2
40744|916|58|2|9|Chat|1
91810|60|100|5|37|Chat|4
77264|1146|97|2|45|In-Person|5
24557|1513|86|2|3|Chat|2
73709|9|28|5|26|Call|4
30374|1350|62|2|46|In-Person|2
17044|85|29|1|25|In-Person|1
64239|495|59|1|30|Chat|4
41014|530|63|1|10|Chat|5
74022|623|63|4|27|Call|4
73178|1167|81|4|37|In-Person|1
58369|669|22|1|11|Chat|3
30068|119|13|1|1|Email|2
14619|854|28|5|35|Call|5
1219|1137|41|2|16|Chat|2
83544|1002|80|2|37|Chat|3
53890|334|87|1|16|Chat|2
16563|1760|37|1|15|Call|2
59807|1212|100|4|6|Email|1
12851|1463|83|5|6|Chat|2
11826|41|80|3|35|Email|4
97888|336|88|2|7|Call|1
52469|68|90|5|17|Chat|1
81844|608|1|2|32|Call|1
26690|957|4|1|46|Chat|2
67783|1773|60|5|36|In-Person|2
61527|416|80|2|10|Chat|2
551|1126|7|1|46|Email|4
75337|121|17|2|30|Email|2
98676|1669|9|1|41|Email|2
54769|1655|40|4|9|In-Person|2
61301|1042|16|1|6|Email|3
29167|1488|98|1|14|Email|4
52112|720|81|5|29|Call|2
22296|267|99|4|7|Chat|5
86181|1117|41|4|44|Call|3
59614|1378|54|5|14|Call|4
90318|1684|51|2|23|Email|2
21505|702|82|2|33|In-Person|4
33647|1088|19|5|44|Call|2
97231|35|59|1|16|Call|3
72843|553|98|5|27|In-Person|2
34246|1348|92|3|39|Call|5
13571|1393|16|2|41|Call|5
13420|750|34|5|31|Email|4
23437|154|44|3|7|Email|5
24625|1372|21|4|47|In-Person|3
36162|187|20|1|49|Chat|4
30257|1752|49|2|13|Call|2
51902|1207|100|5|46|In-Person|5
51332|1419|9|3|27|Chat|4
75599|620|24|4|31|Chat|1
22539|1270|2|3|50|Email|4
13115|1493|23|1|6|Chat|4
99389|665|13|2|8|Chat|5
26085|256|87|1|8|Call|1
2695|996|73|2|29|Chat|2
67276|271|95|1|5|In-Person|3
84775|1610|61|2|18|Call|1
74535|1343|53|4|4|Call|5
37673|1544|40|3|33|Email|4
39879|357|79|1|35|In-Person|4
75855|97|100|4|24|Chat|2
51926|120|21|5|21|Chat|1
20966|50|23|4|50|Call|2
94589|1241|70|3|13|In-Person|1
81647|353|59|2|41|Email|4
90926|413|3|1|29|In-Person|3
72693|1555|62|5|10|Email|5
38661|84|88|1|31|Email|3
4153|131|22|1|8|Chat|1
9717|861|57|3|35|Chat|1
31997|3|75|1|3|Chat|2
41297|1745|7|5|19|In-Person|4
91729|1401|82|1|26|Chat|5
53380|1397|71|2|32|Call|2
33258|1048|2|5|19|Call|5
62214|355|51|4|26|In-Person|4
48243|571|84|4|19|Chat|1
88750|1604|42|4|39|Call|5
48467|150|71|2|12|Call|1
98978|1135|70|5|20|Email|3
41759|1362|29|2|7|Email|1
92144|488|70|4|17|In-Person|2
60895|373|25|2|3|Call|1
77396|483|60|2|48|Email|4
7935|914|44|4|21|Call|4
71865|131|63|5|12|Chat|1
84845|1545|15|5|47|Email|5
64211|894|3|3|36|Call|1
67319|1153|18|4|32|Email|1
39386|1465|63|2|24|Email|2
83584|1379|96|2|16|Chat|4
71192|1736|61|2|39|Call|5
67571|340|65|1|15|Email|3
34790|256|86|2|22|Email|4
10074|267|29|1|48|In-Person|5
65227|828|42|2|28|Chat|3
106|402|8|2|24|Chat|3
46900|1037|28|4|7|Call|3
99326|1304|50|1|26|Call|1
67792|1465|9|5|45|In-Person|1
31776|681|82|3|50|Chat|3
90324|1783|40|3|46|Call|5
96019|812|47|2|41|In-Person|5
66564|350|82|5|20|Email|5
46413|1814|75|5|10|In-Person|2
54325|636|60|1|34|Chat|5
42161|345|11|1|29|Email|2
85165|1051|9|1|29|In-Person|5
68362|190|64|5|16|In-Person|5
37247|1544|85|5|7|Call|3
66578|582|43|3|46|Chat|3
65171|863|51|1|35|Chat|5
26750|237|51|4|45|Chat|5
1117|237|16|2|16|Call|3
47592|1497|49|1|15|Chat|3
12856|869|43|2|31|Email|4
4446|648|86|2|32|Email|1
89155|1081|39|3|35|Email|5
98361|1078|50|1|7|Call|3
63542|885|88|4|2|Chat|4
17991|1319|50|2|45|Chat|3
92134|823|37|4|37|In-Person|5
16096|1052|63|2|48|Call|1
4700|947|3|5|39|Email|2
82747|1280|26|2|12|In-Person|5
50740|451|26|2|19|Chat|2
87759|833|42|5|7|Call|5
62909|737|45|3|31|Call|3
35423|199|80|1|43|In-Person|2
99745|1591|93|2|1|Email|5
75507|341|88|3|4|Call|4
78493|1723|88|5|47|In-Person|1
87183|939|5|2|49|Chat|5
19740|823|51|4|31|Email|2
38075|798|7|4|33|Call|2
4365|1358|13|2|31|Email|2
84299|156|79|4|40|Email|1
74779|182|34|5|44|Email|5
34603|995|37|1|50|Email|3
13968|41|24|4|37|Call|3
62531|357|45|1|28|Email|2
69094|1782|20|3|10|Email|1
21349|1181|59|3|16|Email|2
88237|256|8|3|9|In-Person|4
43991|1292|55|3|8|In-Person|2
79852|984|92|5|11|Call|5
82187|1382|61|5|20|Chat|1
38282|586|50|3|40|Call|5
